id,group,games_played,retained_1,retained_7
4834691,B,5,FALSE,FALSE
4834759,B,10,FALSE,FALSE
4834890,B,18,FALSE,FALSE
4834946,B,1,FALSE,FALSE
4835203,A,15,TRUE,FALSE
4835233,B,42,FALSE,FALSE
4835312,B,9,TRUE,FALSE
4835368,A,128,TRUE,TRUE
4835898,A,37,TRUE,FALSE
4836021,B,195,TRUE,FALSE
4836121,B,72,TRUE,FALSE
4836235,A,0,FALSE,FALSE
4836250,A,17,TRUE,FALSE
4836315,B,114,TRUE,TRUE
4836425,A,4,FALSE,FALSE
4836506,B,21,FALSE,FALSE
4836513,B,237,TRUE,FALSE
4836659,A,8,FALSE,FALSE
4836778,B,137,TRUE,FALSE
4837216,A,4,FALSE,FALSE
4837357,A,5,FALSE,FALSE
4837373,B,1,FALSE,FALSE
4837381,A,39,TRUE,FALSE
4837519,A,1,FALSE,FALSE
4837605,A,2,FALSE,FALSE
4837629,B,26,FALSE,FALSE
4837710,A,19,FALSE,FALSE
4837820,A,81,TRUE,TRUE
4837890,B,1,FALSE,FALSE
4837899,A,10,FALSE,FALSE
4838005,B,301,TRUE,TRUE
4838060,B,0,FALSE,FALSE
4838176,B,33,TRUE,FALSE
4838274,A,2,FALSE,FALSE
4838429,B,2,FALSE,FALSE
4838496,A,72,TRUE,FALSE
4838736,B,3,FALSE,FALSE
4838802,B,63,TRUE,TRUE
4839417,B,10,FALSE,FALSE
4839540,A,9,FALSE,FALSE
4839577,B,68,TRUE,FALSE
4839819,A,2,FALSE,FALSE
4840045,B,13,FALSE,FALSE
4840437,B,34,FALSE,FALSE
4840465,A,6,FALSE,FALSE
4840703,A,379,TRUE,TRUE
4840814,A,10,FALSE,FALSE
4841014,A,7,TRUE,FALSE
4841064,B,359,TRUE,TRUE
4841155,A,185,TRUE,TRUE
4841158,A,4,TRUE,FALSE
4841560,B,79,TRUE,FALSE
4841602,B,2,FALSE,FALSE
4841634,B,4,FALSE,FALSE
4841715,B,23,TRUE,FALSE
4841942,B,2,FALSE,FALSE
4841962,B,1,FALSE,FALSE
4842180,A,116,TRUE,TRUE
4842196,B,59,FALSE,TRUE
4842741,B,2,FALSE,FALSE
4842784,A,3,FALSE,FALSE
4842827,A,3,FALSE,FALSE
4842829,B,47,TRUE,FALSE
4842882,B,76,TRUE,FALSE
4842925,A,7,FALSE,FALSE
4843074,B,3,FALSE,FALSE
4843151,A,134,TRUE,FALSE
4843216,B,23,FALSE,FALSE
4843217,B,158,TRUE,TRUE
4843222,B,10,FALSE,FALSE
4843240,B,72,FALSE,TRUE
4843291,A,287,TRUE,TRUE
4843558,A,13,FALSE,FALSE
4843907,B,112,TRUE,FALSE
4843926,A,5,FALSE,FALSE
4844002,A,100,TRUE,TRUE
4844031,A,8,FALSE,FALSE
4844086,B,51,TRUE,TRUE
4844215,B,86,FALSE,TRUE
4844397,B,2,FALSE,FALSE
4844669,A,16,TRUE,FALSE
4844863,A,15,FALSE,FALSE
4845017,B,36,FALSE,FALSE
4845686,B,6,FALSE,FALSE
4845811,B,15,FALSE,FALSE
4845933,A,178,TRUE,TRUE
4846082,B,87,TRUE,TRUE
4846131,A,114,TRUE,TRUE
4846332,B,4,FALSE,FALSE
4846565,B,1,FALSE,FALSE
4846723,B,1,FALSE,FALSE
4846776,A,4,FALSE,TRUE
4846999,B,2,FALSE,FALSE
4847130,A,143,TRUE,TRUE
4847407,A,1,FALSE,FALSE
4847482,B,80,TRUE,FALSE
4847750,A,48,TRUE,FALSE
4847784,B,9,FALSE,FALSE
4847865,A,63,TRUE,TRUE
4848215,A,15,FALSE,FALSE
4848239,B,128,TRUE,TRUE
4848505,A,12,FALSE,FALSE
4848671,B,80,FALSE,TRUE
4848770,B,50,TRUE,FALSE
4848825,B,226,TRUE,TRUE
4848897,A,76,TRUE,FALSE
4849146,B,8,FALSE,FALSE
4849419,B,59,FALSE,TRUE
4849426,A,149,TRUE,TRUE
4849521,A,305,TRUE,TRUE
4849705,A,257,TRUE,TRUE
4849727,B,0,FALSE,FALSE
4849728,B,9,FALSE,FALSE
4849845,B,48,TRUE,TRUE
4850020,B,2,FALSE,FALSE
4850064,B,0,FALSE,FALSE
4850270,A,16,FALSE,FALSE
4850515,B,4,FALSE,FALSE
4850570,A,1,TRUE,FALSE
4850635,A,858,TRUE,TRUE
4850742,B,20,FALSE,FALSE
4850980,A,13,FALSE,FALSE
4851061,A,22,TRUE,FALSE
4851114,B,5,FALSE,FALSE
4851117,A,224,TRUE,TRUE
4851418,B,28,TRUE,TRUE
4851529,A,14,TRUE,FALSE
4851596,A,2,FALSE,FALSE
4851618,A,10,FALSE,FALSE
4851722,A,6,FALSE,FALSE
4851845,B,183,TRUE,FALSE
4851928,A,18,FALSE,FALSE
4852039,A,16,TRUE,FALSE
4852175,B,72,FALSE,TRUE
4852264,A,20,FALSE,FALSE
4852291,A,8,FALSE,FALSE
4852302,B,7,FALSE,FALSE
4852331,B,5,FALSE,FALSE
4852345,B,185,TRUE,FALSE
4852379,A,16,FALSE,FALSE
4852488,A,35,TRUE,TRUE
4852575,B,9,TRUE,FALSE
4852589,B,2,FALSE,FALSE
4852743,B,0,FALSE,FALSE
4852813,A,3,FALSE,FALSE
4852817,B,106,TRUE,TRUE
4852858,A,49,TRUE,FALSE
4853266,B,11,FALSE,FALSE
4853281,B,72,TRUE,TRUE
4853513,A,6,FALSE,FALSE
4853585,A,2,FALSE,FALSE
4853668,B,70,FALSE,FALSE
4853944,B,1,FALSE,FALSE
4853970,A,13,FALSE,FALSE
4854070,A,1,FALSE,FALSE
4854122,B,39,TRUE,FALSE
4854369,B,8,FALSE,FALSE
4854444,A,10,FALSE,FALSE
4854472,A,0,FALSE,FALSE
4854675,B,10,FALSE,FALSE
4855386,A,32,TRUE,FALSE
4855545,B,156,TRUE,FALSE
4855603,B,27,TRUE,FALSE
4855698,A,87,TRUE,FALSE
4855782,B,3,FALSE,FALSE
4855954,A,23,FALSE,FALSE
4855990,B,1,FALSE,FALSE
4856137,B,119,TRUE,TRUE
4856171,B,107,TRUE,FALSE
4856265,B,19,TRUE,FALSE
4856422,A,4,TRUE,FALSE
4856759,A,25,TRUE,FALSE
4856889,A,61,TRUE,FALSE
4856911,A,90,FALSE,TRUE
4856998,A,260,TRUE,FALSE
4857162,B,0,FALSE,FALSE
4857457,A,3,FALSE,FALSE
4857507,B,18,FALSE,FALSE
4857514,A,75,FALSE,TRUE
4857521,A,3,FALSE,FALSE
4857594,B,17,TRUE,FALSE
4857999,A,15,FALSE,FALSE
4858015,A,1,FALSE,FALSE
4858115,B,0,FALSE,FALSE
4858214,B,124,TRUE,TRUE
4858247,B,123,TRUE,FALSE
4858416,A,6,FALSE,FALSE
4858434,A,2,FALSE,FALSE
4858492,A,6,FALSE,FALSE
4858597,B,13,FALSE,FALSE
4858881,A,1,FALSE,FALSE
4858891,A,4,FALSE,FALSE
4858939,B,3,FALSE,FALSE
4858942,A,25,TRUE,FALSE
4858967,B,37,FALSE,FALSE
4859004,B,52,FALSE,FALSE
4859093,A,0,FALSE,FALSE
4859161,A,49,TRUE,FALSE
4859270,A,6,FALSE,TRUE
4859552,B,19,FALSE,FALSE
4859611,A,2,FALSE,FALSE
4859621,B,19,TRUE,FALSE
4859654,B,0,FALSE,FALSE
4859722,A,41,TRUE,FALSE
4859773,A,31,FALSE,TRUE
4859936,B,58,FALSE,FALSE
4860115,B,25,TRUE,FALSE
4860284,A,13,FALSE,FALSE
4860292,A,20,TRUE,FALSE
4860338,A,42,TRUE,FALSE
4860381,B,1,FALSE,FALSE
4860392,A,0,FALSE,FALSE
4860425,B,3,FALSE,FALSE
4860542,A,207,FALSE,TRUE
4860557,A,85,TRUE,FALSE
4860562,A,14,TRUE,TRUE
4860581,B,18,FALSE,FALSE
4860635,A,21,TRUE,FALSE
4860875,A,36,TRUE,FALSE
4860881,A,0,FALSE,FALSE
4860913,A,3,FALSE,FALSE
4861085,A,7,TRUE,FALSE
4861141,A,15,TRUE,FALSE
4861200,B,48,FALSE,TRUE
4861274,A,85,TRUE,FALSE
4861490,B,251,TRUE,TRUE
4861559,A,9,FALSE,FALSE
4861564,B,10,FALSE,FALSE
4861569,A,2,FALSE,FALSE
4861588,A,5,FALSE,FALSE
4861597,B,9,FALSE,FALSE
4861988,A,192,TRUE,FALSE
4862149,B,8,FALSE,FALSE
4862269,A,66,TRUE,TRUE
4862361,A,38,FALSE,FALSE
4862452,B,351,TRUE,TRUE
4862465,B,5,FALSE,FALSE
4862482,B,0,FALSE,FALSE
4862685,A,30,TRUE,FALSE
4862713,B,8,FALSE,FALSE
4862832,A,1,FALSE,FALSE
4862849,A,7,FALSE,FALSE
4862962,B,39,FALSE,FALSE
4862979,A,27,FALSE,TRUE
4863020,B,109,FALSE,TRUE
4863061,A,1,FALSE,FALSE
4863157,B,57,TRUE,TRUE
4863425,A,13,FALSE,FALSE
4863428,A,13,TRUE,TRUE
4863433,A,61,TRUE,FALSE
4863705,A,4,FALSE,TRUE
4863901,B,305,TRUE,TRUE
4864036,A,1,FALSE,FALSE
4864131,A,99,FALSE,FALSE
4864166,B,8,FALSE,FALSE
4864217,B,620,TRUE,TRUE
4864259,A,40,FALSE,FALSE
4864327,A,85,TRUE,FALSE
4864392,B,104,FALSE,FALSE
4864435,B,30,FALSE,FALSE
4864505,B,3,FALSE,FALSE
4864542,A,5,TRUE,FALSE
4864698,A,24,TRUE,FALSE
4864976,A,29,TRUE,FALSE
4865027,A,44,TRUE,FALSE
4865036,A,3,FALSE,FALSE
4865205,B,101,TRUE,FALSE
4865319,B,23,FALSE,TRUE
4865403,B,26,TRUE,FALSE
4865517,A,41,FALSE,FALSE
4865581,B,3,FALSE,FALSE
4865644,B,31,TRUE,FALSE
4865832,A,0,FALSE,FALSE
4865859,B,34,TRUE,FALSE
4866035,A,147,TRUE,FALSE
4866217,B,0,FALSE,FALSE
4866224,B,19,FALSE,FALSE
4866270,B,10,FALSE,FALSE
4866292,A,0,FALSE,FALSE
4866299,A,38,FALSE,FALSE
4866644,A,3,FALSE,FALSE
4866667,B,21,FALSE,FALSE
4866702,B,1,FALSE,FALSE
4866759,B,118,TRUE,TRUE
4866787,B,7,FALSE,FALSE
4866806,A,8,FALSE,FALSE
4867192,A,7,FALSE,FALSE
4867236,A,32,TRUE,FALSE
4867238,B,41,TRUE,FALSE
4867383,A,9,TRUE,FALSE
4867391,A,20,FALSE,FALSE
4867506,A,180,TRUE,TRUE
4867685,A,33,TRUE,FALSE
4867730,B,1102,TRUE,TRUE
4867763,A,3,FALSE,FALSE
4867990,A,2,FALSE,FALSE
4868114,B,7,FALSE,FALSE
4868127,A,182,TRUE,TRUE
4868132,A,7,FALSE,FALSE
4868147,B,4,FALSE,FALSE
4868205,A,9,FALSE,FALSE
4868512,A,3,FALSE,FALSE
4868683,B,14,TRUE,TRUE
4868718,A,46,FALSE,FALSE
4868995,B,10,FALSE,FALSE
4869202,B,23,TRUE,FALSE
4869290,B,7,FALSE,FALSE
4869565,B,6,FALSE,FALSE
4869711,A,35,TRUE,FALSE
4869780,B,232,FALSE,TRUE
4870021,B,1,FALSE,FALSE
4870062,B,2,FALSE,FALSE
4870224,A,48,TRUE,FALSE
4870326,B,16,FALSE,FALSE
4870460,A,67,TRUE,FALSE
4870633,B,36,TRUE,TRUE
4870763,A,0,FALSE,FALSE
4870842,A,227,FALSE,TRUE
4871232,A,7,FALSE,FALSE
4871254,A,263,TRUE,TRUE
4871326,B,105,TRUE,FALSE
4871396,B,5,FALSE,FALSE
4871397,A,86,TRUE,TRUE
4871496,B,4,FALSE,FALSE
4871609,A,198,TRUE,FALSE
4871846,A,222,TRUE,TRUE
4871962,A,67,FALSE,FALSE
4872045,A,6,FALSE,FALSE
4872129,B,7,FALSE,FALSE
4872431,A,216,TRUE,TRUE
4872466,B,1,FALSE,FALSE
4872552,B,19,FALSE,FALSE
4872571,B,8,TRUE,FALSE
4872619,B,6,FALSE,FALSE
4872629,B,2,FALSE,FALSE
4872633,A,3,FALSE,FALSE
4872704,B,7,TRUE,FALSE
4872735,A,183,TRUE,TRUE
4872788,A,2,FALSE,FALSE
4872875,B,4,FALSE,FALSE
4873157,A,215,TRUE,TRUE
4873299,B,4,FALSE,FALSE
4873338,A,35,TRUE,FALSE
4873398,B,7,TRUE,FALSE
4873413,A,50,TRUE,TRUE
4873510,A,42,TRUE,FALSE
4873667,A,2,FALSE,FALSE
4873759,B,26,TRUE,FALSE
4873873,B,16,FALSE,FALSE
4873981,A,2,FALSE,FALSE
4874220,B,17,FALSE,FALSE
4874300,B,67,TRUE,TRUE
4874367,A,4,FALSE,FALSE
4874465,A,134,TRUE,TRUE
4874488,A,10,FALSE,FALSE
4874518,A,510,TRUE,FALSE
4874585,A,49,TRUE,FALSE
4874665,B,6,FALSE,FALSE
4874936,B,106,FALSE,TRUE
4875023,B,1,FALSE,FALSE
4875302,A,98,TRUE,TRUE
4875341,A,196,TRUE,TRUE
4875469,A,7,TRUE,FALSE
4875518,B,1,FALSE,FALSE
4875758,A,26,FALSE,TRUE
4875897,B,1,FALSE,FALSE
4875910,B,75,TRUE,TRUE
4875956,A,0,FALSE,FALSE
4876025,A,6,FALSE,FALSE
4876286,B,1,FALSE,FALSE
4876550,A,109,TRUE,TRUE
4876761,B,28,FALSE,FALSE
4876779,A,2,FALSE,FALSE
4876952,B,1,FALSE,FALSE
4877000,B,36,FALSE,TRUE
4877240,A,20,TRUE,FALSE
4877256,A,30,TRUE,FALSE
4877413,B,54,TRUE,FALSE
4877578,B,222,TRUE,FALSE
4877773,B,20,TRUE,FALSE
4877863,A,3,FALSE,FALSE
4877875,B,1,FALSE,FALSE
4878056,B,3,FALSE,FALSE
4878273,B,8,TRUE,FALSE
4878498,B,8,FALSE,FALSE
4878908,A,30,FALSE,FALSE
4879153,B,35,TRUE,FALSE
4879187,A,5,FALSE,FALSE
4879742,B,0,FALSE,FALSE
4879813,A,200,FALSE,FALSE
4879935,A,0,FALSE,FALSE
4880046,B,1,FALSE,FALSE
4880207,B,642,TRUE,TRUE
4880254,A,6,TRUE,FALSE
4880262,A,19,TRUE,TRUE
4880263,B,4,FALSE,FALSE
4880892,A,16,FALSE,FALSE
4880962,B,6,FALSE,FALSE
4881024,A,8,FALSE,FALSE
4881331,B,316,TRUE,TRUE
4881434,B,24,TRUE,FALSE
4881541,B,35,TRUE,FALSE
4881544,B,12,FALSE,FALSE
4881581,A,113,TRUE,TRUE
4881684,B,3,FALSE,FALSE
4881708,A,16,TRUE,FALSE
4881782,A,13,FALSE,FALSE
4881983,B,16,FALSE,FALSE
4882056,A,22,TRUE,FALSE
4882122,A,86,TRUE,TRUE
4882178,A,1,FALSE,FALSE
4882260,A,205,TRUE,TRUE
4882426,A,92,TRUE,FALSE
4882510,A,50,FALSE,FALSE
4882719,B,2,FALSE,FALSE
4882750,A,3,FALSE,FALSE
4882768,B,6,FALSE,FALSE
4882874,A,1,TRUE,FALSE
4882903,B,14,TRUE,FALSE
4883080,A,61,TRUE,FALSE
4883081,A,128,TRUE,TRUE
4883148,B,2,FALSE,FALSE
4883289,A,0,FALSE,FALSE
4883325,B,98,TRUE,TRUE
4883337,A,65,TRUE,TRUE
4883439,A,43,TRUE,FALSE
4883651,B,9,FALSE,FALSE
4883843,B,9,FALSE,FALSE
4883859,A,34,TRUE,FALSE
4884097,B,12,TRUE,FALSE
4884267,B,57,TRUE,TRUE
4884310,A,7,FALSE,FALSE
4884451,A,0,FALSE,FALSE
4884797,A,5,FALSE,FALSE
4885337,A,10,FALSE,FALSE
4885570,A,4,FALSE,FALSE
4885669,B,39,FALSE,FALSE
4885698,A,25,TRUE,FALSE
4885997,A,274,TRUE,TRUE
4886185,B,10,TRUE,FALSE
4886573,B,3,FALSE,FALSE
4886731,B,11,FALSE,FALSE
4886739,B,74,TRUE,FALSE
4886749,B,9,FALSE,FALSE
4886779,A,1,FALSE,FALSE
4887139,A,37,TRUE,FALSE
4887366,A,18,TRUE,FALSE
4887384,B,108,TRUE,FALSE
4887691,A,29,FALSE,FALSE
4887984,B,2,FALSE,FALSE
4888403,B,12,FALSE,FALSE
4888609,B,30,TRUE,TRUE
4888696,B,175,TRUE,FALSE
4888960,B,9,FALSE,FALSE
4888977,B,5,FALSE,FALSE
4889100,B,37,TRUE,TRUE
4889152,B,21,FALSE,FALSE
4889243,A,176,TRUE,TRUE
4889321,B,116,TRUE,FALSE
4889447,B,79,TRUE,FALSE
4889687,B,69,TRUE,FALSE
4890235,A,0,FALSE,FALSE
4890503,B,38,TRUE,TRUE
4890819,A,65,TRUE,FALSE
4890863,A,4,FALSE,FALSE
4890932,A,33,TRUE,FALSE
4890974,A,38,TRUE,FALSE
4891104,A,3,FALSE,FALSE
4891303,B,128,TRUE,TRUE
4891353,A,23,TRUE,FALSE
4891369,A,2,FALSE,FALSE
4891400,A,10,FALSE,FALSE
4891582,B,67,TRUE,TRUE
4891614,A,0,FALSE,FALSE
4891682,B,67,TRUE,FALSE
4891697,A,9,FALSE,FALSE
4891970,A,105,FALSE,FALSE
4892066,A,1,FALSE,FALSE
4892321,B,74,TRUE,TRUE
4892526,B,2,FALSE,FALSE
4892546,B,56,TRUE,FALSE
4892564,B,4,FALSE,FALSE
4892646,A,11,FALSE,FALSE
4892670,A,355,TRUE,TRUE
4892773,B,88,TRUE,FALSE
4892789,A,124,TRUE,TRUE
4892834,B,23,TRUE,FALSE
4892859,A,145,TRUE,TRUE
4892915,B,286,TRUE,TRUE
4892926,B,201,TRUE,TRUE
4893331,B,36,TRUE,FALSE
4893402,A,9,FALSE,FALSE
4893428,B,5,FALSE,FALSE
4893464,B,98,TRUE,TRUE
4894098,A,3,FALSE,FALSE
4894194,A,9,FALSE,FALSE
4894258,B,81,TRUE,TRUE
4894525,A,6,FALSE,FALSE
4894567,B,16,FALSE,FALSE
4894845,B,30,TRUE,FALSE
4894876,A,11,FALSE,FALSE
4895320,A,47,FALSE,TRUE
4895421,B,74,FALSE,TRUE
4895488,A,13,FALSE,FALSE
4895496,B,63,TRUE,FALSE
4895632,B,2,TRUE,FALSE
4895644,B,9,FALSE,FALSE
4895673,A,1,FALSE,FALSE
4896010,B,7,FALSE,FALSE
4896520,A,77,TRUE,TRUE
4896558,B,68,TRUE,FALSE
4896577,B,157,FALSE,TRUE
4896593,B,3,FALSE,FALSE
4896677,B,84,TRUE,TRUE
4896751,A,3,FALSE,FALSE
4896794,A,41,TRUE,FALSE
4896955,A,154,TRUE,TRUE
4896987,A,22,TRUE,FALSE
4897042,A,26,TRUE,FALSE
4897077,B,13,FALSE,FALSE
4897111,B,618,TRUE,TRUE
4897146,B,52,TRUE,FALSE
4897202,A,24,FALSE,TRUE
4897297,A,6,FALSE,FALSE
4897303,B,8,FALSE,FALSE
4897370,B,6,FALSE,FALSE
4898380,A,1,FALSE,FALSE
4898391,B,43,TRUE,FALSE
4898475,A,39,TRUE,FALSE
4898512,A,83,TRUE,FALSE
4899045,A,12,FALSE,FALSE
4899199,B,0,FALSE,FALSE
4899205,A,47,TRUE,FALSE
4899270,B,2,FALSE,FALSE
4899272,B,278,TRUE,FALSE
4899278,A,34,TRUE,FALSE
4899284,A,29,TRUE,TRUE
4899334,A,47,FALSE,TRUE
4899377,B,4,FALSE,FALSE
4899472,A,5,FALSE,FALSE
4899538,B,8,FALSE,FALSE
4899681,A,21,TRUE,FALSE
4899689,A,4,FALSE,FALSE
4899979,A,31,FALSE,FALSE
4900015,B,28,FALSE,TRUE
4900120,B,14,FALSE,FALSE
4900180,B,83,FALSE,FALSE
4900274,A,116,TRUE,TRUE
4900359,B,2,FALSE,FALSE
4900480,A,4,FALSE,FALSE
4900501,B,118,FALSE,TRUE
4900562,A,26,TRUE,FALSE
4900624,A,69,TRUE,FALSE
4900750,B,91,TRUE,TRUE
4900774,A,4,FALSE,FALSE
4900830,A,2,FALSE,FALSE
4900960,A,3,TRUE,FALSE
4900992,B,7,FALSE,FALSE
4901267,A,17,FALSE,FALSE
4901380,B,14,FALSE,FALSE
4901467,B,14,FALSE,FALSE
4901531,B,181,TRUE,TRUE
4901578,B,418,TRUE,TRUE
4901618,B,8,FALSE,FALSE
4901681,B,3,FALSE,FALSE
4901768,B,83,TRUE,TRUE
4901904,B,288,TRUE,TRUE
4902417,B,143,TRUE,FALSE
4902446,B,5,FALSE,FALSE
4902586,B,3,FALSE,FALSE
4902792,B,56,FALSE,FALSE
4902885,A,25,TRUE,FALSE
4903284,B,18,TRUE,FALSE
4903302,B,123,TRUE,FALSE
4903431,B,0,FALSE,FALSE
4903498,A,0,FALSE,FALSE
4903542,A,18,FALSE,FALSE
4903674,B,31,TRUE,TRUE
4903713,A,2,TRUE,FALSE
4903943,A,4,FALSE,FALSE
4903986,B,7,FALSE,FALSE
4904051,A,118,TRUE,TRUE
4904114,B,73,TRUE,FALSE
4904122,A,3,FALSE,FALSE
4904216,A,15,FALSE,FALSE
4904236,B,11,FALSE,FALSE
4904323,A,2,FALSE,FALSE
4904415,A,8,FALSE,FALSE
4904473,A,0,FALSE,FALSE
4904554,A,21,FALSE,FALSE
4904577,B,166,TRUE,TRUE
4904592,A,36,FALSE,FALSE
4904635,A,15,TRUE,FALSE
4904705,A,664,TRUE,TRUE
4904732,B,3,FALSE,FALSE
4904842,A,9,FALSE,FALSE
4905093,B,29,TRUE,FALSE
4905249,B,59,TRUE,FALSE
4905294,A,0,FALSE,FALSE
4905399,A,4,TRUE,FALSE
4905554,B,126,FALSE,TRUE
4905581,A,4,FALSE,FALSE
4905587,A,51,TRUE,FALSE
4905747,B,32,TRUE,FALSE
4906121,B,7,FALSE,FALSE
4906321,B,11,TRUE,FALSE
4906400,A,5,FALSE,FALSE
4906486,A,59,FALSE,TRUE
4906559,B,2,FALSE,FALSE
4906576,B,9,TRUE,FALSE
4906586,B,292,TRUE,TRUE
4906592,B,18,FALSE,FALSE
4906608,B,72,TRUE,TRUE
4906788,B,46,TRUE,FALSE
4906809,B,8,FALSE,FALSE
4906835,B,43,TRUE,TRUE
4906952,A,60,TRUE,FALSE
4907070,B,42,FALSE,FALSE
4907141,B,14,TRUE,FALSE
4907180,A,23,FALSE,FALSE
4907272,B,10,TRUE,FALSE
4907366,A,1,FALSE,FALSE
4907654,A,0,FALSE,FALSE
4907746,A,19,TRUE,TRUE
4907842,A,1,FALSE,FALSE
4907883,B,7,FALSE,FALSE
4907899,A,5,FALSE,FALSE
4907944,A,7,TRUE,FALSE
4907949,B,52,FALSE,FALSE
4908086,B,140,TRUE,FALSE
4908108,A,1,FALSE,FALSE
4908125,A,1,FALSE,FALSE
4908268,A,4,FALSE,FALSE
4908689,B,0,FALSE,FALSE
4908766,A,5,FALSE,FALSE
4908795,B,103,FALSE,TRUE
4908912,A,1,FALSE,FALSE
4908939,A,2,FALSE,FALSE
4909169,A,69,TRUE,TRUE
4909231,B,8,TRUE,FALSE
4909335,A,3,FALSE,FALSE
4909485,A,19,FALSE,FALSE
4909521,A,3,FALSE,FALSE
4909711,B,28,TRUE,FALSE
4909781,B,8,FALSE,FALSE
4909798,A,112,FALSE,TRUE
4909904,B,10,FALSE,FALSE
4910361,A,27,TRUE,FALSE
4910387,A,4,FALSE,FALSE
4910544,B,26,TRUE,FALSE
4910558,B,25,TRUE,FALSE
4910850,A,2,TRUE,FALSE
4910894,A,44,FALSE,FALSE
4910965,A,11,TRUE,FALSE
4911043,A,6,FALSE,FALSE
4911104,A,6,FALSE,FALSE
4911140,B,15,FALSE,FALSE
4911228,B,0,FALSE,FALSE
4911640,B,9,FALSE,FALSE
4912165,A,67,TRUE,TRUE
4912334,B,20,FALSE,FALSE
4912413,A,5,FALSE,FALSE
4912533,B,2,FALSE,FALSE
4912604,B,10,FALSE,FALSE
4912605,A,0,FALSE,FALSE
4912611,A,84,TRUE,TRUE
4912625,B,29,TRUE,FALSE
4912637,B,0,FALSE,FALSE
4912715,A,82,TRUE,TRUE
4912724,A,32,TRUE,TRUE
4912762,A,6,FALSE,FALSE
4912791,A,1,FALSE,FALSE
4912812,A,17,TRUE,FALSE
4912964,A,3,FALSE,FALSE
4913372,B,5,FALSE,FALSE
4913402,A,123,TRUE,TRUE
4913450,A,2,FALSE,FALSE
4913453,A,25,TRUE,FALSE
4913527,A,2,FALSE,FALSE
4913565,A,83,TRUE,FALSE
4913634,A,47,FALSE,FALSE
4913643,B,52,TRUE,FALSE
4913776,B,52,TRUE,FALSE
4914033,B,56,TRUE,FALSE
4914038,A,0,FALSE,FALSE
4914062,A,200,TRUE,TRUE
4914071,B,13,TRUE,FALSE
4914115,A,110,TRUE,FALSE
4914116,B,40,FALSE,FALSE
4914233,A,6,FALSE,FALSE
4914259,B,51,FALSE,FALSE
4914269,B,2,FALSE,FALSE
4914615,A,34,TRUE,TRUE
4914740,B,55,TRUE,FALSE
4914741,B,0,FALSE,FALSE
4914797,B,0,FALSE,FALSE
4914853,B,3,FALSE,FALSE
4914873,A,20,TRUE,FALSE
4914910,A,7,FALSE,FALSE
4914940,B,2,FALSE,FALSE
4915088,A,114,TRUE,FALSE
4915112,B,283,TRUE,TRUE
4915185,B,1,FALSE,FALSE
4915378,A,5,FALSE,FALSE
4915382,B,28,TRUE,FALSE
4915695,B,2,FALSE,FALSE
4915754,A,4,FALSE,FALSE
4915916,B,325,FALSE,TRUE
4915941,A,38,TRUE,FALSE
4915953,A,849,TRUE,TRUE
4916084,B,61,TRUE,FALSE
4916515,A,9,FALSE,FALSE
4916685,A,5,FALSE,FALSE
4916803,A,148,TRUE,FALSE
4916841,A,26,FALSE,FALSE
4916865,A,14,FALSE,FALSE
4916944,A,3,FALSE,FALSE
4917008,A,15,TRUE,FALSE
4917337,A,20,FALSE,FALSE
4917589,A,139,FALSE,FALSE
4917638,A,2,FALSE,FALSE
4917675,B,109,TRUE,FALSE
4917692,B,87,TRUE,TRUE
4917705,A,49,FALSE,TRUE
4917787,B,628,TRUE,TRUE
4917831,B,4,TRUE,FALSE
4918226,B,8,FALSE,FALSE
4918269,A,8,FALSE,FALSE
4918332,B,6,FALSE,FALSE
4918434,A,16,FALSE,FALSE
4918505,B,48,TRUE,FALSE
4918551,A,30,FALSE,FALSE
4918572,A,53,FALSE,FALSE
4918784,B,2,TRUE,FALSE
4918795,A,54,FALSE,FALSE
4918803,B,5,FALSE,FALSE
4918804,B,6,FALSE,FALSE
4918855,B,46,FALSE,FALSE
4918877,A,17,FALSE,FALSE
4918953,B,91,TRUE,TRUE
4919252,A,36,TRUE,FALSE
4919441,B,89,TRUE,FALSE
4919598,A,26,TRUE,FALSE
4919685,A,8,TRUE,FALSE
4919870,A,4,FALSE,FALSE
4920170,A,12,FALSE,FALSE
4920206,B,4,FALSE,FALSE
4920272,A,7,FALSE,FALSE
4920311,A,358,TRUE,TRUE
4920315,A,76,TRUE,FALSE
4920388,B,135,TRUE,FALSE
4920513,B,35,TRUE,FALSE
4920613,B,20,TRUE,FALSE
4920762,A,75,TRUE,TRUE
4920767,A,40,FALSE,FALSE
4920790,A,9,FALSE,FALSE
4920983,B,221,FALSE,FALSE
4921159,A,4,TRUE,FALSE
4921190,B,20,FALSE,FALSE
4921230,B,5,FALSE,FALSE
4921296,B,43,TRUE,FALSE
4921369,A,22,FALSE,FALSE
4921370,B,315,FALSE,TRUE
4921659,A,9,FALSE,FALSE
4921665,A,14,TRUE,FALSE
4921976,B,4,FALSE,FALSE
4922035,A,0,FALSE,FALSE
4922066,B,5,TRUE,FALSE
4922083,B,118,TRUE,TRUE
4922185,B,1,FALSE,FALSE
4922322,A,43,TRUE,TRUE
4922417,B,15,FALSE,FALSE
4922543,A,14,FALSE,FALSE
4922585,B,51,TRUE,FALSE
4922593,A,81,FALSE,TRUE
4922624,B,1,FALSE,FALSE
